Caption,Instagram,YouTube,Twitter
my first IN THE HOUSE video is up right now on TheKylieJenner.com and on my app. Link in bio  ,1,0,0
"How is it that Caitlyn, Kourtney, and I ended up at the same restaurant tonight? Perks of having a huge family. ",1,0,0
new video alert! Watch me do makeup on my app right now! Links in my bio. Or on my website TheKylieJenner.com ,1,0,0
Mamis ,1,0,0
I spy with my little eye... Norman ,1,0,0
simple tonight in my dress ,1,0,0
We interviewed Tiffany on my app today! (my teacher who graduated me) Love you tiff. I also put a journal entry up there about how I feel all things school related. ,1,0,0
vibes today for my early dinner with Caitlyn  ,1,0,0
around my house before I go out wearing none other than I love how easy these are. If you are looking to get a snatched waist or a little help with your posture go to whatsawaist.com ,1,0,0
hello extensions  get yours at bellamihair.com they don't only come in teal they come in 11 different shades. I love having my own hair! ,1,0,0
Wow I'm on my second Cosmo cover??!! We're so excited to reveal our November cover in honor of Cosmo's 50th birthday! Make sure to follow for behind-the-scenes photos from the shoot and look for the issue everywhere in stores next week Photog and Stylist ,1,0,0
I give my heart to all 38 million of you ,1,0,0
I think this is after Kendall cut all my hair off ,1,0,0
About to head out  ,1,0,0
interviews today. I'm always doing something ,1,0,0
thank you so much for your post. Very inspiring :) a lot of love from me to you x ,1,0,0
"Check out the new limited-edition pink By purchasing one, you're supporting breast cancer research and empowering those affected. Who's helping me spread the positive message?  ",1,0,0
Where to get the dress I wore yesterday? It's on TheKylieJenner.com and on my app  links in bio ,1,0,0
8am in my closet ,1,0,0
 ,1,0,0
today ,1,0,0
Idgaf if they were.. ,1,0,0
thanks Kendall ,1,0,0
"Thank you for inviting me to the premiere of your documentary in theaters right now and on iTunes. It had me in tears! What an inspiring way to start my night. We need more kind souls like you, Lizzie. ",1,0,0
That's my best friend ,1,0,0
$ ,1,0,0
K I M B E R L Y ,1,0,0
Dope hair  ,1,0,0
time please  ,1,0,0
blowout by makeup by ,1,0,0
 happy birthday jordyn. Thank you for being you. Most down to earth selfless human being! I hope you enjoy it  ,1,0,0
Thank you for coming to the house today to do our nails for Jordyns birthday! I love my Barbie nails  ,1,0,0
Currently!! Happy birthday jordy. First night in my new pool  ,1,0,0
 H A P P Y ,1,0,0
kys house ,1,0,0
Thank you for coming to the house tonight  ,1,0,0
watch me and Stas answer some of your questions on my app right now!!!! ,1,0,0
my dad said I have to learn how to race it ,1,0,0
You can find more exclusive pics from my shoot with on my app ,1,0,0
girls road trip ,1,0,0
"Avery Ford I'm an entrepreneur and filmmaker in Kansas City, Missouri and you see. I was born with a condition in which one or both eyes is not properly aligned. I am also blind in my left eye. I went through most of my life feeling ashamed of how I looked. It wasn't until my late twenties that I learned to love myself just as I am. No one is perfect. We all have things that we would like to change about ourselves, but remember this- because you are here, you are worthy of love, happiness and human dignity. There isn't anything you need to do to earn your worthiness. It is your birthright. For so many years, I felt like I had to work a little harder to get people to see past my condition and connect to the real me. Now I see that this was never true. People have always seen the real me when I dared to show up and be present. What I know for sure is this: people see you too. Even when you feel invisible. Even when life knocks you down. If I can make peace with how I look, you can make peace with your insecurities. The world is waiting for you to show up in all of your glory. Will you answer the call? Hear more of my story at www.averyford.com thank you for your post :) ",1,0,0
Looking BOMB in my InvisiWeftTM Hair Extension line with Check it out now at www.bellamihair.com ,1,0,0
1 mill in 1 week  ,1,0,0
 Gosha Kylie ,1,0,0
green  ,1,0,0
 ,1,0,0
I love having fun for the sugar factory mint hair by and makeup by ,1,0,0
Sneak peek. Hi Bella babe. ,1,0,0
Vera Wang Gang ,1,0,0
I love She told me she thought of me while creating her show today  & it was amazing! ,1,0,0
thank you Apple ,1,0,0
on the way to my cover party last night ,1,0,0
I can't believe it. I love you guys. Can't wait to post more tomorrow ,1,0,0
THANK YOU for shooting with me for my website!!! I'll be posting more exclusive pictures throughout the week only on my app/website. ,1,0,0
watch my little trick on my app/website. Click the link In my bio or thekyliejenner.com ,1,0,0
Dior Whore ,1,0,0
show was DOPE. Time for a much needed girls night ,1,0,0
lil babies in NY. 3/5 of the tats. ,1,0,0
we were wildin i miss this :( ,1,0,0
N E V E R F O R G E T ,1,0,0
wow I love my new silk rug from thank you Benjamin and My bedroom is looking perfect . ,1,0,0
happy 1st birthday to my Norman! I love you so much!!! ,1,0,0
girls nail night at the house with ,1,0,0
 ,1,0,0
Just about to head out for a morning walk before my interviews and I love a little extra help. Thank you and for my waist trainer I'm officially obsessed after seeing how bomb my sisters look. It also helps with my posture :). Get yours at whatsawaist.com ,1,0,0
"Everyone always wants to know what lashes I wear. My favorite are  Today I'm wearing 3D Style ""Miami"" Check out their glam lashes at www.LillyLashes.com  ",1,0,0
this was the last shot on my way out! ,1,0,0
love this Moschino outfit ,1,0,0
COVER! Sept. Issue shot by ,1,0,0
I'm happy to announce that I am going to continue the campaign by sharing a new story of more inspiring people every Tuesday. I'm looking on the hashtag for more inspiring stories. Continue to join me and share your story on your ,1,0,0
35 mill  ,1,0,0
J A S M I N E teaching me that blondes have more fun. ,1,0,0
chill night ,1,0,0
watching I Am Cait in my lil master sitting room I've been working on. TUNE IN NOW ,1,0,0
"- I'm obsessed with Em Ford She's a retired model and a current beauty blogger who does dope makeup. She recently revealed on that underneath her makeup she has severe acne. ""I never had acne when I was a teenager and then at the end of 2014 it just happened. That's the crazy thing about acne... it doesn't discriminate on who you are (old, young, black, white, rich, poor)"". Her posts of her makeupless selfies resulted in over 100,000 crazy negative comments on her pictures. Em made a very powerful video highlighting the negative comments she received on her social media after the makeupless selfies. The video racked up 8 million views in the first week and has now been viewed over 15 million times. Em's biggest advice was to ""make friends with the person you see in the mirror because that will change your life. It's really difficult to do and it's going to take longer than 2 or 3 days... but once you do it will change your life."" Check out Em's Instagram - she's proving to the haters that my acne. ",1,0,0
I love you my grandma ,1,0,0
"- At 13 years old, Gigi Crouch was diagnosed with Adolescent Idiopathic Scoliosis and prescribed years in a brace. Gigi had just begun intensive ballet training and this diagnosis could have really hindered her desire and motivation to succeed in the world of dance. ""Just being comfortable in the brace was really hard to get used to. It was made out of hard plastic. In the beginning I had to wear it 18-20 hours a day which cut into my ballet training."" However, Gigi realized quickly that her condition could be an advantage instead of handicap. She currently studies at in their professional division, just like one of her favorite ballerinas who recently retired. She also got to study at the School of American Ballet summer program in NYC. Gigi said that the best thing she did was ""finding people that were going through the same thing as her."" She even learned about the ballerina Wendy Whelan who also suffers from Scoliosis. ""There is a great support group curvygirlsscoliosis.com that connects you with people in your state, your nation or the world who have scoliosis so you can share your story and hear others."" Check out Gigi's instagram - she's showing her doubters that my scoliosis! Gigi is amazing. ",1,0,0
my beautiful courtyard is almost finished. Took this pic last night  ,1,0,0
Hung out at today! I was uneducated on how important it is to adopt until a few months after I was gifted my puppies. If you are interested in finding a new friend go to your local shelter before stepping into a pet store or finding a breeder. ,1,0,0
"- I'm getting a little more personal... When Lizzie Velasquez was 17 years old, someone posted a video of her on YouTube calling her the world's ugliest woman. ""By the time I saw the video, it had 4 million views."" Now 26 years old, Lizzie's condition was diagnosed last summer. Lizzie suffers from a rare congenital disease that less than 10 people in the world are known to have. The disease impedes her from accumulating body fat; she literally has zero percent body fat and has never weighed more than 64 pounds, however though it is not terminal. Throughout her entire life, this condition has resulted in a lot of It is so unacceptable to treat people like this. People are so quick to say horrible things about me everyday over and over and sometimes I can't take it. Even I at times get affected by it, I breakdown, I hide, I cry. It's resulted in a lot of anxiety for me that I've never had to deal with before ever. My every move has been documented for the whole world and its been a nightmare trying to find myself through all of this. And I've absolutely lost apart of myself. Lizzie, you are so strong and I admire you so so much. Lizzie has taken that negative energy and has turned it around by traveling around the world doing motivational speeches. When I asked her what the key messages were of her speeches, she told me that ""Most importantly I try to convey that all you need to have is a brave heart to accomplish whatever you want to achieve. Let the negative build you up instead of knocking you down. You are enough no matter what; you were put on this earth for a reason"" Soon you'll be able to see her story on the big screen in the documentary film in theaters on September 25th. Check out Lizzie's Instagram - she's taking a lifetime full of bullying to help teach the world the names they call me. and Lizzie taught me who I think I am. For me, this is expected it comes with the territory. But Lizzie, you should of not had to go through that. Let's change this together. I love you Lizzie! I'll see you soon. ",1,0,0
Wearing one of my favorite brands in-between shots. Love ,1,0,0
sneak peek. cover ,1,0,0
Next step: a haircut by and blonde brows by I'm shooting my LIVE cover of ELLE Canada today. Follow to help me with me outfits. And check out my snapchat for behind the scenes. ,1,0,0
"3 - Jacob and Anthony are best friends and have been for 2  1/2 years. Anthony came out to Jacob early on in their friendship. ""It was very casual,"" Anthony said when I asked if he remembered coming out to Jacob. ""The most important thing I remember was how loving and accepting Jacob made me feel."" When it came time for their junior year, both Jacob and Anthony were so excited to go to prom until things starting going wrong in their personal life. ""My girlfriend and I had just broken up,"" Jacob mentioned and he was just going to go with friends until he saw Anthony's tweets. ""I realized that helping him with something that would make him happy would also make me happy... and it would probably be the best way to go to prom."" even helped them find the perfect outfit by sending them to to find suits. They had the best time at the prom and have inspired not only their community but the world. They even appeared on the ! The most important thing they want people to know and remember is that ""YOU matter and people care about YOU. People don't remember word for word what you said or how you dressed or how you looked but people will remember how you feel."" I'm obsessed with these boys and had such a great time talking to them. We need more people like them in the world! Check out Jacob and Anthony's instagrams and - they're leading a revolution by showing us all that my sexuality. They taught ME that the critics. Also... and Jordan Ruiz!!!! Will you please go to homecoming with and  ",1,0,0
Our launch dinner last night ,1,0,0
"- How pretty is Erica Schenk Erica has been modeling since she was 14 and recently became super popular when she became the first plus size model to be featured on the cover of a fitness magazine! Her cover of got attention from outlets ranging from to Erica's is really inspiring because of her extremely body-positive, beautiful photos she posts of herself. What I love about Erica is she refused to believe the haters who told her that her weight would hold her back from achieving her dreams. She told me that she thinks the most important thing people need to keep in mind is ""to learn how to be your best friend. A lot of people will come and go in your life but they can never do as much for you as you can do for yourself."" Check out Erica's Instagram - she's teaching us all the titles they give me. (Photo Credit: Erica reminded ME that my body and that my beauty comes from what's inside. ",1,0,0
Took months of not dying my hair and wearing wigs to get my hair back to health so I can do this!! Thank you for putting up with me all day. I'm going for an ashy dirty blonde for the fall. But this shits a process! I'm coming for u khloe! ,1,0,0
"- Renee DuShane a 21 year old college student who was born with Renee described it as ""a genetic disorder where the bones in my face don't really know how to fuse correctly so part of my jaw is really small. I had to have surgery when I was born so that my brain could grow."" Renee is so strong willed and a super intelligent girl who told me that while growing up she never had many issues with bullying. ""I went to school with all the same kids all the way through high school. Right around senior year, I started getting very anxious about having to explain my condition to all of the new people I would meet in college. I started going on Tumblr and saw lots of profiles of positive, confident people"" that inspired her to start sharing her photos even with her insecurities. ""It's so hard to keep myself from responding to the negative comments,"" she told me. ""Even harder is keeping my friends from getting angry."" It's so important to have a great group of friends. Renee also told me about the tattoo she recently got of her life motto: Stay Strong, Always Love. ""Loving is always going to be a better place than hating,"" she shared. Check out Renee's Instagram - she's showing the world my forehead. I love you Renee! She is so awesome & inspiring. Renee taught ME that the negative comments that I read. ",1,0,0
sporty ,1,0,0
new  so beautiful ,1,0,0
"I am so excited to launch my new campaign For the next six days, I will be sharing stories of 6 incredible people who have become heroes in their own way by taking and turning it into something positive. I've gotten to talk and bond with all of these people whose stories you will see on my page. I think you will all fall in love with them just like I did. I want to encourage you, my fans, to share something positive about yourselves. I'll be reading as much as I can so that some of you can be apart of this as well! Let's do this  ",1,0,0
Flips hair ,1,0,0
 ,1,0,0
picking the perfect shade. ,1,0,0
good morning ,1,0,0
this was cute ,1,0,0
Me & Amelia looking over at like.. ,1,0,0
THANK YOU BALMAIN ,1,0,0
mood today. ,1,0,0
Introduced her to my jeweler now she's super icy ,1,0,0
laid up ,1,0,0
home ,1,0,0
hello gorgeous ,1,0,0
balmain everytime ,1,0,0
squaa ,1,0,0
it's about that time again ,1,0,0
nobu ,1,0,0
golds ,1,0,0
today's catch. ,1,0,0
mmmmmm hello ,1,0,0
black ,1,0,0
love how my extensions look here  bellamihair.com ,1,0,0
excuse our PJS. 8 hours  ,1,0,0
Anaconda ,1,0,0
 ,1,0,0
Details.  ,1,0,0
why is she so cute  ,1,0,0
red ,1,0,0
throwback with babes  miss this colorrrr ,1,0,0
we woke up in paradise too ,1,0,0
 eyes ,1,0,0
Brown lips  stay tuned  ,1,0,0
 ,1,0,0
That's mee  ,1,0,0
 ,1,0,0
relax w meee ,1,0,0
My lil babies ,1,0,0
Bday outfit... Until I got uncomfortable lol ,1,0,0
 GONE ,1,0,0
 ,1,0,0
KING ,1,0,0
I think this is gonna be my next look  ,1,0,0
K Y L I E by ,1,0,0
ITS OFFICIALLY MY BIRTHDAY! thank you couldn't happen without any of them. Going to be posting the shots we took all day.  ,1,0,0
MY GIRLS. party night. ,1,0,0
the calm before the storm ,1,0,0
 and it's not even my birthday yet ,1,0,0
I spy Norman. Can u find him? Lol. ,1,0,0
let the birthday celebrations begin! First stop: ,1,0,0
Ms.SoFly ,1,0,0
Another & Kylie day ,1,0,0
Ok soooo my birthday is in a few days and I'm getting back with my favorite Teatox We all have our secrets to keeping flat tummies and mine is Real dope results! I love this stuff! Check them out at www.lyfetea.com ,1,0,0
You can keep ur Rollie on when I get to it ,1,0,0
Such a G ,1,0,0
"dress coming very soon, vintage LV purse, and gianvito rossi heels ",1,0,0
Kourt & Ky swim session ,1,0,0
Sisters  ,1,0,0
 ,1,0,0
You're my darling angel babyyyyy ,1,0,0
Filmed another makeup tutorial for you guys this morning with ,1,0,0
that's my best friend go best friend ,1,0,0
I love sharing my beauty secrets with you guys and this is a favorite! offers products with All Natural ingredients (which is important to me) to help maintain & accentuate your curves! butt enhancement cream & Breast plumping lotion stimulate fat cells in the target areas. I started seeing results after only a month of consistent use. Love their products  Visit www.pureleef.com ,1,0,0
Throwback. Love this outfit I created. ,1,0,0
Looking over at little Kylie like.. ,1,0,0
king kylie ,1,0,0
Yes ,1,0,0
happy birthday to my beautiful grandmother! I love you MJ! Her peace sign I can't.  ,1,0,0
Yeah.. What they said..  ,1,0,0
balmain ,1,0,0
& Dolce&Gabbana dress ,1,0,0
30 million followers?! I just found out I'm in the top ten most followed on Instagram and viewed person on snapchat this is still CRAZY to me. Blessed to feel loved & when I launch my website I have many ideas to give that love back  I can't wait!!! ,1,0,0
I love my mom for doing this. Thank you for making this experience as normal as possible for me. Yay I graduated :) ,1,0,0
 ,1,0,0
It's up!!!! Our first design is here to start it off! So much more amazing stuff coming I can't wait! get yours before it's gone! Link in bio. ,1,0,0
touched by Ariel & Chris ,1,0,0
baby pink ,1,0,0
 ,1,0,0
love me some sisters  ,1,0,0
Sister Rivalry  ,1,0,0
BALMAIN CAMPAIGN. love to youuuu ,1,0,0
All black  had to change to match ,1,0,0
espys for some fam support ,1,0,0
 ,1,0,0
you're mine tonight bitch!!!! ,1,0,0
"Dammit, Kylie!  ",1,0,0
white carbon mmmhm ,1,0,0
Ridin round town in the big ol' rangeeee. Thanks for the cute sets ,1,0,0
New. Thanks ,1,0,0
Post shaved head  thinking about just shaving it off again ,1,0,0
I'm smiling on the inside I swear ,1,0,0
so.. I splurged today. ,1,0,0
I woke up like disss ,1,0,0
& ,1,0,0
link in bio. ,1,0,0
Sis ,1,0,0
found the original. ,1,0,0
Mother dearest ,1,0,0
Yay! Everyone go see my God sisters movie out this Friday If you like scary you'll love this . ,1,0,0
can't wait to release all my beauty secrets on KylieJenner.com coming soon. Love this bright look by ,1,0,0
Major throwback ,1,0,0
team brown eyes  ,1,0,0
Interviews. ,1,0,0
Obsessed with and their clothing  ,1,0,0
& when the sun goes down ... ,1,0,0
thanks for helping me bring my visions to life ,1,0,0
Matching shoes with bae ,1,0,0
don't you wish your move in crew looked like mine ,1,0,0
project for the next 2 days ,1,0,0
 ,1,0,0
"Bitch Betta have ""our"" money $$$$$ ",1,0,0
Knock knock i've got a delivery! lets paaartyy ,1,0,0
toes ,1,0,0
Francesco Scognamiglio ,1,0,0
whooop The Gold Album on iTunes! link on his page ,1,0,0
Had so much fun at the party in Cannes with and ,1,0,0
"the love is mutual, Norman. ",1,0,0
CANNES  ,1,0,0
On the road again: destination Cannes with and ,1,0,0
Snapz ,1,0,0
Necessities  ,1,0,0
Miami. Bout a week ago ,1,0,0
My lil snowball ,1,0,0
Lauren had it first. ,1,0,0
"Happy Father's Day my little light of sunshine. ""You can still call me dad, Kylie. No matter what I'm always going to be your father. That's never going to change."" ",1,0,0
Yo I can't  I love when my sister is in town. ,1,0,0
Now out to do some gift shopping. My favorite thing to do ,1,0,0
last pic from last night. Thanks to everyone who came out . & thanks to for putting a fresh black coat on this mane the night before. ,1,0,0
 thanks for the edit ,1,0,0
cute little airport pic ,1,0,0
Yogurt date w Kim ,1,0,0
teeth cleaned thanks to the best ,1,0,0
Ky makeup ,1,0,0
BeverlyHills ,1,0,0
NORTH. ,1,0,0
ky makeup ,1,0,0
Excited to be in Miami this Friday to celebrate the Grand Opening of on Ocean Drive - come say hi! ,1,0,0
Out ,1,0,0
Finger Candy ,1,0,0
 new newww ,1,0,0
I'm just gonna do whatever makes me happy in life  ,1,0,0
"""First let me..."" ",1,0,0
Happy birthday to the best friend Thank you for staying by my side through all the craziness. I love you Paul. ,1,0,0
 ,1,0,0
 ,1,0,0
Sisters the staple center ! ,1,0,0
 ,1,0,0
so beautiful ,1,0,0
She so pretty  ,1,0,0
I'm crazy ,1,0,0
Our line launches today!!! Yay! Thanks ,1,0,0
My angel on earth! ,1,0,0
Dogs couch now ,1,0,0
Love this hair transformation on (watch her review) using my teal extensions :) now available in all colors thanks to ,1,0,0
 ,1,0,0
It's a sister thing ,1,0,0
 ,1,0,0
 go ahead and follow for some sneak peaks ,1,0,0
Secret projects ,1,0,0
Snap ,1,0,0
look at how much I love Bella ,1,0,0
 ,1,0,0
Monaco  ,1,0,0
make magic ,1,0,0
chill pia's my stylist  ,1,0,0
today's feels  ,1,0,0
my first love redone! Thank you & for my custom wheels ,1,0,0
la traffic ,1,0,0
Me and Grandma (my dads mom)  we looked identical when she was my age! ,1,0,0
moments :) love you lana ,1,0,0
yellow  ,1,0,0
Balmain  ,1,0,0
I'm here!!!! ,1,0,0
Vegas ,1,0,0
"Such a fun experience in ""Napa"" w these lovely people ;) ",1,0,0
goodies of the day. Thank you so much and  ,1,0,0
behind the scenes. ,1,0,0
On set w my sis ! ,1,0,0
Follow me  ,1,0,0
One more just cuz i love em. ,1,0,0
Today was cute . ,1,0,0
that's just how we do it  ,1,0,0
POPEYES AND PJS ,1,0,0
makeup hair ,1,0,0
Family  ,1,0,0
Daydreaming with ,1,0,0
These crazies follow me everywhere! Sitting on my dresses during this fitting...mmhm I see you. (Bambi was waiting for me at the door) ,1,0,0
Da boys ,1,0,0
"thank you for being you & being another mother figure to me my whole life and doing the same for our nieces and nephews. Whoever, one day, gets to have you for a mom will be the luckiest in the world. To the ones who've tried & haven't received.. I celebrate you on this day too, ",1,0,0
HAPPY MOTHERS DAY MOM!!!! We love you!!!!!!!! ,1,0,0
They so beautiful  ,1,0,0
Me & my best friends ,1,0,0
"my friday essentials. Pressed juice, Teen Vogue, and my little fluff, of course. ",1,0,0
Where did da sun go  ,1,0,0
Crew Love ,1,0,0
Sis  ,1,0,0
too much sexiness around me ,1,0,0
I'm so over heels right now ,1,0,0
Earlier today checkin out dis construction  ,1,0,0
Born & Raised .. & I'll probably die here  ,1,0,0
I'm always eating ugh! ,1,0,0
2 cool ,1,0,0
gotta do a little repost for my love cuz I accidentally deleted the other one. It's been a long day. ,1,0,0
designing. I've never been more excited for what's to come! Stay tuned this summer. ,1,0,0
Taking over instagram today!!! ,1,0,0
face beat by  ,1,0,0
Tb. I love them  ,1,0,0
Hey bae  ,1,0,0
KELLA ,1,0,0
"""Guys stop there's paps"" ",1,0,0
Brown lips ...  ,1,0,0
Gnight ,1,0,0
daddy throwback. ,1,0,0
Me: Kendall wait!! Kendall: bitch get in the back ,1,0,0
I went with the Balmain booties. ,1,0,0
Obsessed with my new HISY iPhone Camera Remote! Just got it at the ,1,0,0
Currently ,1,0,0
"My best friend, my heart, my brother ",1,0,0
chill pool day the Disick mansion ,1,0,0
I love this shit ! ,1,0,0
Khloes Pool Party. Chella  ,1,0,0
chella ,1,0,0
 ,1,0,0
Girl ... ,1,0,0
Outfit yesterday : Alexander McQueen dress Balmain by Giuseppe boots Phillip Lim purse  ,1,0,0
coachella round  ,1,0,0
Thanks for the edit ,1,0,0
Ahhh!!!! What a dream !!!! My cover is out!!! ,1,0,0
thanks ,1,0,0
For fun ,1,0,0
People think we are cousins.  ,1,0,0
Outfit ,1,0,0
1 2 many selfies ,1,0,0
 ,1,0,0
Baby  ,1,0,0
National Siblings Day... Wish I could be with all my 8 other older sibs on this day xo ,1,0,0
GREY X BLUE. Shoutout to my scar ,1,0,0
the road trip begins.. ,1,0,0
 goodnight ,1,0,0
This is a black light and neon lights people lets all calm down ,1,0,0
when ur caught off guard  ,1,0,0
got these shoes today.. I loooooove  ,1,0,0
 ,1,0,0
 thanks ,1,0,0
Ok I'm done ,1,0,0
thanks for the necklace of my G wagon  ,1,0,0
pool day the Disick mansion ,1,0,0
couldn't choose a dress yesterday ,1,0,0
Outfit Tonight ,1,0,0
RP ,1,0,0
I'm sorry too ,1,0,0
currently ,1,0,0
I just love them ,1,0,0
Love this shot too  get your copy remixmagazine.com ,1,0,0
My cover for photographed by Get your copy at remixmagazine.com ,1,0,0
Love this 60s swimsuit ,1,0,0
Couldn't happen without  ,1,0,0
sneak peak with tomorrow ,1,0,0
MAIN ,1,0,0
so much work to still be done! IM SO EXCITED. The first thing I'm gonna open are my new mattresses ,1,0,0
Hehe my sneak peak vid of my contact look they put on me got bigger than I intended. They let me keep the contacts  I'm obsessed. Also wanted to let u guys know I've been working on something new for the summer so I can start to connect with u guys more again. So excited x ,1,0,0
 --> photoshoot ,1,0,0
the basic workout attire ,1,0,0
Yay thank you for the shoes! I think I might take on Hollywood Hills now for a run. Gotta take off all this jewelry first ,1,0,0
Kendall and I are excited to announce that we are working on our own mobile game! ,1,0,0
This was almost a decade ago but I still want to sit on ur lap like ur little sister I still am  MY LOVE FOR U IS ENDLESS!!!!!! Happy birthday Robby  ,1,0,0
selfies with the flight attendants lol. I be bored when I travel alone.  ,1,0,0
RP that side eye  ,1,0,0
"outfit today : Gianvito Rossi thigh highs, Marni vest hoodie, Keepsake jumper ",1,0,0
miss this sweet child of mine ,1,0,0
 wearing my jacket ,1,0,0
TONIGHT!!! TUNE INNNN ,1,0,0
 ,1,0,0
Thank you for having me  ,1,0,0
"they keep me company while I shop lol, love u guys ",1,0,0
hide ya wife hide ya face. ,1,0,0
"LONDON. LV luggage, backpack, keychain, Celine Coat, Alaia Leggings, Balmain for Giuseppe Zanotti booties. I'm ready  ",1,0,0
Okay guys! SUNDAY! The countdown begins. ,1,0,0
came home to these babes sleeping in my bed ,1,0,0
I'm coming to London with on the March 14th! Visit nipandfab.com to win the chance to come see me! ,1,0,0
we out ,1,0,0
the team in the wagon ,1,0,0
Norman meeting Bambi :) welcome to the family ,1,0,0
On the way to get my hair out. Ignore the messiness lol ,1,0,0
Took my weave out ,1,0,0
Ello ,1,0,0
good morning  ,1,0,0
*NEW HAIR ALERT* 3 new teal ombre colors available in my line with - available exclusively at bellamihair.com ,1,0,0
 caught me in my ,1,0,0
currently feeling cute ,1,0,0
throwback to when I was 15 pounds skinnier & had a little blonde goin on ,1,0,0
craving me some & an ice cold fountain Pepsi ,1,0,0
missing the grey ,1,0,0
Cover number 2. Thank you ,1,0,0
full interview only in Fault Magazine Issue 19. Pre-order your copy Fault-Magazine.com ,1,0,0
Super excited to reveal my FAULT Magazine cover http://bit.ly/1vvm2xr photographer styled by makeup by & hair by ,1,0,0
Earlier today with & What are you guys lookin at  ,1,0,0
no makeup on screen  coming soon ,1,0,0
earlier todayy ,1,0,0
and donates to Such a great program that benefits kids through music. ,1,0,0
OOTD/OOTN ,1,0,0
Mother daughter duties ,1,0,0
"Ahhhh!! Thank you thank you Lucky Charms for my one of a kind ""only marshmallows"" box! This made my day!!!! Been dreaming of this for too long. ",1,0,0
Staying comfortable in my Time to jump in bed after this long week.  ,1,0,0
next stop ,1,0,0
Blessed to have sisters. Focus on what's real.  && thank you for 18 mill. I love you guys. ,1,0,0
The oldest & wisest of us all ,1,0,0
Heliboarding . Oh & gotta dye these roots black asap ,1,0,0
front camera round 2 ,1,0,0
thank u Phillip Lim. Dope show  ,1,0,0
Phillip Lim ,1,0,0
Happy Valentines ,1,0,0
sorry it was between you or my baby Khlo lol  ,1,0,0
Kanye X Adidas. Thank u to Ye for believing in me ,1,0,0
for the love of New York City ,1,0,0
Just decided to make my child an Instagram follow him :) ,1,0,0
okay sisters I see you! On my way  ,1,0,0
On my way home from this shoot but the shoot hasn't really stopped ,1,0,0
Ok last pic  ,1,0,0
soooo the crew just asked me what I wanted to eat before I started my interview & I jokingly said lucky charms only marshmallows & look what they just gave me lmao  I seriously love u guys. ,1,0,0
last night GQ ,1,0,0
after party ,1,0,0
Dreads ,1,0,0
$$ ,1,0,0
more from shot by & styled by ,1,0,0
"just me and you today, babe. ",1,0,0
thank u for being the most consistent & loyal friend in my life thus far. No one can replace this bond. Thanks for keeping me grounded & fckin sane to say the least. I wouldn't still be myself today without u. As much as I wanna punch u when we cook together you'll always be my You got my back I got urs. Never leave my side bitch or I'll hunt u down! ,1,0,0
& mood ,1,0,0
comin soooon ,1,0,0
When no one wants to sit in the back seat ,1,0,0
Teal 4 everrrr. Get urs Bellamihair.com ,1,0,0
can I wear a sports bra & boxers all day ugh ,1,0,0
Mnday ,1,0,0
I never take selfies with the front camera who knew this shit was so good. Lol. Makeup by me duuuuh ,1,0,0
BYE ,1,0,0
 Chicago ,1,0,0
love to 17 million followers ,1,0,0
Repost ,1,0,0
daddy's girls ,1,0,0
Idk there's something about blondes & inseparable bonds ,1,0,0
The Wagon ,1,0,0
Goin to work with mom ,1,0,0
TMFRD ,1,0,0
fan pic from the other day. Lol peep Norman. And her hair . Nice meeting you. ,1,0,0
 are a girls best friend ,1,0,0
when your brother buys you aquazurra ,1,0,0
quick snack stop  ,1,0,0
Secret Projects  ,1,0,0
Big a$$ cotton candy ,1,0,0
I'll be in Chicago the end of the month :) ,1,0,0
LaJolla ,1,0,0
can't believe this  check out my cover for for the February 2015 issue by I'm beyond honored xx ,1,0,0
We are overrrr this fkingggg road trip ,1,0,0
what are u doing in there norm! ,1,0,0
Love how my Off black to teal Kylie Hair Kouture clip in extensions look here in this ponytail  get urs bellamihair.com link in bio. They come in 11 different shades ,1,0,0
Timberland. ,1,0,0
Move Forward ,1,0,0
1/1/15 ,1,0,0
Norman says he doesn't like his new bag very much ,1,0,0
Waiting ,1,0,0
watching da sunset ,1,0,0
these grocery bags match my fly ,1,0,0
 ,1,0,0
morning norm ,1,0,0
hehe ,1,0,0
Norman taking in the sun ,1,0,0
goodnight bby ,1,0,0
dreams do come true ,1,0,0
My new friend. RIP to my old friend. It was a good year. ,1,0,0
partying with daddy ,1,0,0
who's your date now ,1,0,0
her ,1,0,0
Christmas Eve. Kendall copied me on my dress. ,1,0,0
Check me out in The Sims 4! I'm ready for a SIMS holiday party lol ,1,0,0
Makeup run with ,1,0,0
I often shop in the men's section lol ,1,0,0
makeup by  ,1,0,0
lemme suck on that chin bitch!!!! ,1,0,0
 ,1,0,0
Mm remember what we were talking about  ,1,0,0
kristmas kris's ,1,0,0
& Goodnight ,1,0,0
Dinner Khloes  ,1,0,0
4u ,1,0,0
love how my Kylie Hair Kouture off black to teal extensions look here!!! Get yours BellamiHair.com link in my bio. They come in 11 different shades :). Great for a Xmas gift. ,1,0,0
Secret weapon from the - creates the PERFECT black cat eye! Living for liner and mascara   ,1,0,0
LOVE ,1,0,0
Thank you  link in bio ,1,0,0
WHY ,1,0,0
reunited with honey bunny ,1,0,0
RIP Eric Garner ,1,0,0
dads ,1,0,0
"Just changed my extensions to my jet back 20"" clip ins :) link in my bio ",1,0,0
